iea_product;iea_flows;REMINDitems_in;REMINDitems_out;REMINDitems_tech;Weight;Comment;EDGEitems;EDGE_buildings
CRNGFEED;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;
CRNGFEED;EOILGASEX;;;;;;;
CRNGFEED;EXPORTS;;;;;;;
CRNGFEED;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;
CRNGFEED;IMPORTS;;;;;;;
CRNGFEED;INDPROD;;;;;;;
CRNGFEED;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;
CRNGFEED;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;
CRNGFEED;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;
CRNGFEED;MAINELEC;;;;;;;
CRNGFEED;MANUFACT;;;;;;;
CRNGFEED;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;
CRNGFEED;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;
CRNGFEED;NONMET;seliqfos;feli_cement;tdli_cement;1;;;
CRNGFEED;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;
CRNGFEED;STATDIFF;;;;;;;
CRNGFEED;STOCKCHA;;;;;;;
CRNGFEED;TCOALLIQ;;;;;;;
CRNGFEED;TES;;;;;;;
CRNGFEED;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;
CRNGFEED;TFC;peoil;seliqfos;refliq;1;;;
CRNGFEED;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;feindliquid;
CRNGFEED;TNONSPEC;;;;;;;
CRNGFEED;TOTENGY;;;;;;;
CRNGFEED;TOTIND;;;;;;feindliquid;
CRNGFEED;TOTTRANF;;;;;;;
CRNGFEED;TPETCHEM;;;;;;;
CRNGFEED;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;
CRNGFEED;TRANSFER;;;;;;;
CRNGFEED;TREFINER;;;;;;;
CRNGFEED;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;
CRUDEOIL;AGRICULT;seliqfos;feli_otherInd;tdli_otherInd;1;;feagrliquid;
CRUDEOIL;AUTOCHP;;;;;;;
CRUDEOIL;AUTOELEC;;;;;;;
CRUDEOIL;AUTOHEAT;;;;;;;
CRUDEOIL;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;
CRUDEOIL;COMMPUB;seliqfos;fehob;tdfoshob;1;;feserliquid;petrol
CRUDEOIL;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;
CRUDEOIL;DISTLOSS;peoil;seliqfos;refliq;-1;;;
CRUDEOIL;EGASWKS;;;;;;;
CRUDEOIL;ELAUTOC;;;;;;;
CRUDEOIL;ELAUTOE;peoil;seel;dot;1;;;
CRUDEOIL;ELMAINC;;;;;;;
CRUDEOIL;ELMAINE;peoil;seel;dot;1;;;
CRUDEOIL;ELOUTPUT;;;;;;;
CRUDEOIL;EMINES;;;;;;;
CRUDEOIL;ENONSPEC;;;;;;;
CRUDEOIL;EOILGASEX;;;;;;;
CRUDEOIL;EPOWERPLT;;;;;;;
CRUDEOIL;EREFINER;;;;;;;
CRUDEOIL;EXPORTS;;;;;;;
CRUDEOIL;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;
CRUDEOIL;HEATOUT;;;;;;;
CRUDEOIL;HEAUTOC;;;;;;;
CRUDEOIL;HEAUTOH;;;;;;;
CRUDEOIL;HEMAINC;;;;;;;
CRUDEOIL;IMPORTS;;;;;;;
CRUDEOIL;INDPROD;;;;;;;
CRUDEOIL;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;
CRUDEOIL;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;
CRUDEOIL;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;
CRUDEOIL;MAINCHP;;;;;;;
CRUDEOIL;MAINELEC;;;;;;;
CRUDEOIL;MANUFACT;;;;;;;
CRUDEOIL;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;
CRUDEOIL;NECHEM;;;;;;;
CRUDEOIL;NECONSTRUC;;;;;;;
CRUDEOIL;NEIND;;;;;;;
CRUDEOIL;NEINONSPEC;;;;;;;
CRUDEOIL;NEINTREN;;;;;;;
CRUDEOIL;NEOTHER;;;;;;;
CRUDEOIL;NONENUSE;seliqfos;feli_chemicals;tdli_chemicals;1;;fenonliquid;
CRUDEOIL;NONENUSE;seliqfos;feli_chemicals;tdli_chemicals;1;;;
CRUDEOIL;NONENUSE;rep_seliq;rep_feho;rep_nonenergy;1;;;
CRUDEOIL;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;
CRUDEOIL;NONMET;seliqfos;feli_cement;tdli_cement;1;;;
CRUDEOIL;ONONSPEC;seliqfos;fehob;tdfoshob;1;;feothliquid;
CRUDEOIL;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;
CRUDEOIL;PIPELINE;;;;;;;
CRUDEOIL;PIPELINE;rep_seliqfos;rep_fedie;rep_pipl;1;;;
CRUDEOIL;RESIDENT;seliqfos;fehob;tdfoshob;1;;feresliquid;petrol
CRUDEOIL;STATDIFF;;;;;;;
CRUDEOIL;STOCKCHA;;;;;;;
CRUDEOIL;TCOKEOVS;;;;;This flow is an input or output of coke ovens or blast furnaces that is already accounted for under IRONSTL after the tool_fix_IEA_data_for_Industry_subsectors function. Hence, it does not need to be mapped anymore.;;
CRUDEOIL;TES;;;;;;;
CRUDEOIL;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;
CRUDEOIL;TFC;peoil;seliqfos;refliq;1;;;
CRUDEOIL;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;feindliquid;
CRUDEOIL;TOTENGY;;;;;;;
CRUDEOIL;TOTIND;;;;;;feindliquid;
CRUDEOIL;TOTOTHER;;;;;;;
CRUDEOIL;TOTTRANF;;;;;;;
CRUDEOIL;TOTTRANS;;;;;;;
CRUDEOIL;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;
CRUDEOIL;TRANSFER;;;;;;;
CRUDEOIL;TREFINER;;;;;;;
CRUDEOIL;TRNONSPE;seliqfos;fedie;tdfosdie;1;;fetraliquid;
CRUDEOIL;TRNONSPE;rep_seliqfos;rep_fedie;rep_trnonspe;1;;;
CRUDEOIL;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;
ELECTR;AGRICULT;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;feagrelec;
ELECTR;AUTOCHP;;;;;;;
ELECTR;AUTOELEC;;;;;;;
ELECTR;AUTOHEAT;;;;;;;
ELECTR;CHEMICAL;seel;feelwlth_chemicals;tdelwlth_chemicals;1;;;
ELECTR;COMMPUB;seel;feelcb;tdelb;1;;feserelec;elec
ELECTR;CONSTRUC;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;
ELECTR;DISTLOSS;;;;;;;
ELECTR;DOMESNAV;seel;feelt;tdelt;1;;;
ELECTR;EBKB;;;;;;;
ELECTR;EBLASTFUR;;;;;This flow is an input or output of coke ovens or blast furnaces that is already accounted for under IRONSTL after the tool_fix_IEA_data_for_Industry_subsectors function. Hence, it does not need to be mapped anymore.;;
ELECTR;ECHARCOAL;;;;;;;
ELECTR;ECOALLIQ;;;;;;;
ELECTR;ECOKEOVS;;;;;This flow is an input or output of coke ovens or blast furnaces that is already accounted for under IRONSTL after the tool_fix_IEA_data_for_Industry_subsectors function. Hence, it does not need to be mapped anymore.;;
ELECTR;EGASWKS;;;;;;;
ELECTR;EGTL;;;;;;;
ELECTR;ELAUTOC;;;;;;;
ELECTR;ELAUTOE;;;;;;;
ELECTR;ELMAINC;;;;;;;
ELECTR;ELMAINE;;;;;;;
ELECTR;ELNG;;;;;;;
ELECTR;ELOUTPUT;;;;;;;
ELECTR;EMINES;;;;;;;
ELECTR;ENONSPEC;;;;;;;
ELECTR;ENUC;;;;;;;
ELECTR;EOILGASEX;;;;;;;
ELECTR;EPATFUEL;;;;;;;
ELECTR;EPOWERPLT;seel;feel;o_feel;-1;;;
ELECTR;EPUMPST;;;;;;;
ELECTR;EREFINER;;;;;;;
ELECTR;EXPORTS;;;;;;;
ELECTR;FISHING;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;feagrelec;
ELECTR;FOODPRO;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;
ELECTR;HEATOUT;;;;;;;
ELECTR;HEAUTOC;;;;;;;
ELECTR;HEAUTOH;;;;;;;
ELECTR;HEMAINC;;;;;;;
ELECTR;HEMAINH;;;;;;;
ELECTR;IMPORTS;;;;;;;
ELECTR;INONSPEC;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;
ELECTR;IRONSTL;seel;feel_steel;tdel_steel;1;;;
ELECTR;MACHINE;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;
ELECTR;MAINCHP;;;;;;;
ELECTR;MAINELEC;;;;;;;
ELECTR;MAINHEAT;;;;;;;
ELECTR;MANUFACT;;;;;;;
ELECTR;MINING;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;
ELECTR;NECHEM;;;;;;;
ELECTR;NEINTREN;;;;;;;
ELECTR;NEOTHER;;;;;;;
ELECTR;NONENUSE;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;
ELECTR;NONFERR;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;
ELECTR;NONMET;seel;feel_cement;tdel_cement;1;;;
ELECTR;ONONSPEC;seel;feelcb;tdelb;1;;feothelec;
ELECTR;PAPERPRO;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;
ELECTR;PIPELINE;;;;;?;;
ELECTR;PIPELINE;rep_seel;rep_feel;rep_pipl;1;;;
ELECTR;RAIL;seel;feelt;tdelt;1;;fetraelec;
ELECTR;RAIL;rep_seel;rep_feel;rep_rail;1;;;
ELECTR;RESIDENT;seel;feelcb;tdelb;1;;fereselec;elec
ELECTR;ROAD;seel;feelt;tdelt;1;;fetraelec;
ELECTR;ROAD;rep_seel;rep_feel;rep_road;1;;;
ELECTR;STATDIFF;;;;;;;
ELECTR;STOCKCHA;;;;;;;
ELECTR;TBKB;;;;;;;
ELECTR;TBLENDGAS;;;;;;;
ELECTR;TBOILER;;;;;;;
ELECTR;TELE;;;;;;;
ELECTR;TES;;;;;;;
ELECTR;TEXTILES;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;
ELECTR;TFC;;;;;;;
ELECTR;TGASWKS;seel;feelwlth_otherInd;tdelwlth_otherInd;-1;;;
ELECTR;THEAT;;;;;;;
ELECTR;TNONSPEC;;;;;;;
ELECTR;TOTENGY;;;;;;;
ELECTR;TOTIND;;;;;;feindelec;
ELECTR;TOTOTHER;;;;;;;
ELECTR;TOTTRANF;;;;;;;
ELECTR;TOTTRANS;;;;;;;
ELECTR;TPATFUEL;;;;;;;
ELECTR;TRANSEQ;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;
ELECTR;TRANSFER;;;;;;;
ELECTR;TREFINER;;;;;;;
ELECTR;TRNONSPE;seel;feelt;tdelt;1;;fetraelec;
ELECTR;TRNONSPE;rep_seel;rep_feel;rep_trnonspe;1;;;
ELECTR;WOODPRO;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;
ETHANE;AUTOCHP;;;;;;;
ETHANE;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;
ETHANE;COMMPUB;seliqfos;fehob;tdfoshob;1;;feserliquid;petrol
ETHANE;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;
ETHANE;EOILGASEX;;;;;;;
ETHANE;EREFINER;;;;;;;
ETHANE;EXPORTS;;;;;;;
ETHANE;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;
ETHANE;IMPORTS;;;;;;;
ETHANE;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;
ETHANE;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;
ETHANE;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;
ETHANE;MANUFACT;;;;;;;
ETHANE;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;
ETHANE;NECHEM;;;;;;;
ETHANE;NEIND;;;;;;;
ETHANE;NEINTREN;;;;;;;
ETHANE;NONENUSE;seliqfos;feli_chemicals;tdli_chemicals;1;;fenonliquid;
ETHANE;NONENUSE;seliqfos;feli_chemicals;tdli_chemicals;1;;;
ETHANE;NONENUSE;rep_seliq;rep_feho;rep_nonenergy;1;;;
ETHANE;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;
ETHANE;NONMET;seliqfos;feli_cement;tdli_cement;1;;;
ETHANE;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;
ETHANE;STATDIFF;;;;;;;
ETHANE;STOCKCHA;;;;;;;
ETHANE;TES;;;;;;;
ETHANE;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;
ETHANE;TFC;peoil;seliqfos;refliq;1;;;
ETHANE;TOTENGY;;;;;;;
ETHANE;TOTIND;;;;;;feindliquid;
ETHANE;TOTOTHER;;;;;;;
ETHANE;TOTTRANF;;;;;;;
ETHANE;TPETCHEM;;;;;;;
ETHANE;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;
ETHANE;TRANSFER;;;;;;;
ETHANE;TREFINER;;;;;;;
ETHANE;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;
GASCOKE;AUTOELEC;;;;;;;
GASCOKE;CHEMICAL;sesofos;feso_chemicals;tdso_chemicals;1;;;
GASCOKE;COMMPUB;sesofos;fesob;tdfossob;1;;fesercoal;coal
GASCOKE;CONSTRUC;sesofos;feso_otherInd;tdso_otherInd;1;;;
GASCOKE;DISTLOSS;pecoal;sesofos;coaltr;-1;;;
GASCOKE;EGASWKS;;;;;;;
GASCOKE;EXPORTS;;;;;;;
GASCOKE;FOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;
GASCOKE;IMPORTS;;;;;;;
GASCOKE;INONSPEC;sesofos;feso_otherInd;tdso_otherInd;1;;;
GASCOKE;IRONSTL;sesofos;feso_steel;tdso_steel;1;;;
GASCOKE;MACHINE;sesofos;feso_otherInd;tdso_otherInd;1;;;
GASCOKE;MAINELEC;;;;;;;
GASCOKE;MANUFACT;;;;;;;
GASCOKE;MINING;sesofos;feso_otherInd;tdso_otherInd;1;;;
GASCOKE;NEINTREN;;;;;;;
GASCOKE;NONENUSE;sesofos;feso_chemicals;tdso_chemicals;1;;fenonsolid;
GASCOKE;NONENUSE;sesofos;feso_chemicals;tdso_chemicals;1;;;
GASCOKE;NONENUSE;rep_seliq;rep_feho;rep_nonenergy;1;;;
GASCOKE;NONFERR;sesofos;feso_otherInd;tdso_otherInd;1;;;
GASCOKE;NONMET;sesofos;feso_cement;tdso_cement;1;;;
GASCOKE;ONONSPEC;sesofos;fesob;tdfossob;1;;feothsolid;
GASCOKE;PAPERPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;
GASCOKE;RAIL;sesofos;feso_otherInd;tdso_otherInd;1;;feindsolid;
GASCOKE;RAIL;rep_sesofos;rep_feso;rep_rail;1;;;
GASCOKE;RESIDENT;sesofos;fesob;tdfossob;1;;ferescoal;coal
GASCOKE;STATDIFF;;;;;;;
GASCOKE;STOCKCHA;;;;;;;
GASCOKE;TES;;;;;;;
GASCOKE;TEXTILES;sesofos;feso_otherInd;tdso_otherInd;1;;;
GASCOKE;TFC;pecoal;sesofos;coaltr;1;;;
GASCOKE;TGASWKS;;;;;;;
GASCOKE;TOTENGY;;;;;;;
GASCOKE;TOTIND;;;;;;feindsolid;
GASCOKE;TOTOTHER;;;;;;;
GASCOKE;TOTTRANF;;;;;;;
GASCOKE;TOTTRANS;;;;;;;
GASCOKE;TRANSEQ;sesofos;feso_otherInd;tdso_otherInd;1;;;
GASCOKE;WOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;
GASWKSGS;AGRICULT;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;AUTOCHP;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;AUTOELEC;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;AUTOHEAT;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;CHEMICAL;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;COMMPUB;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;CONSTRUC;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;DISTLOSS;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;DOMESNAV;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;ECOKEOVS;;;;;This flow is an input or output of coke ovens or blast furnaces that is already accounted for under IRONSTL after the tool_fix_IEA_data_for_Industry_subsectors function. Hence, it does not need to be mapped anymore.;;
GASWKSGS;EGASWKS;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;ELAUTOC;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;ELAUTOE;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;ELMAINC;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;ELMAINE;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;ELOUTPUT;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;EMINES;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;ENONSPEC;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;EPATFUEL;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;EPOWERPLT;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;EREFINER;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;EXPORTS;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;FOODPRO;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;HEATOUT;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;HEAUTOC;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;HEAUTOH;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;HEMAINC;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;HEMAINH;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;IMPORTS;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;INONSPEC;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;IRONSTL;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;MACHINE;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;MAINCHP;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;MAINELEC;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;MAINHEAT;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;MANUFACT;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;MINING;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;NEINTREN;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;NONENUSE;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;NONFERR;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;NONMET;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;ONONSPEC;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;PAPERPRO;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;RAIL;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;RAIL;rep_segafos;rep_fega;rep_rail;1;;;
GASWKSGS;RESIDENT;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;STATDIFF;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;STOCKCHA;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;TBKB;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;TBLENDGAS;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;TCOALLIQ;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;TCOKEOVS;;;;;This flow is an input or output of coke ovens or blast furnaces that is already accounted for under IRONSTL after the tool_fix_IEA_data_for_Industry_subsectors function. Hence, it does not need to be mapped anymore.;;
GASWKSGS;TES;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;TEXTILES;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;TFC;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
GASWKSGS;TGASWKS;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
